locus_tag	gene_symbol	product	type
EQU24_RS13660	pstC	phosphate ABC transporter permease subunit PstC	CDS
EQU24_RS13670		PstS family phosphate ABC transporter substrate-binding protein	CDS
EQU24_RS13675		pyruvate kinase	CDS
EQU24_RS13680		hypothetical protein	CDS
EQU24_RS13685		trypsin-like peptidase domain-containing protein	CDS
EQU24_RS13690		AI-2E family transporter	CDS
EQU24_RS13695	arsA	arsenical pump-driving ATPase	CDS
EQU24_RS13700	arsD	arsenite efflux transporter metallochaperone ArsD	CDS
EQU24_RS13710	arsB	ACR3 family arsenite efflux transporter	CDS
EQU24_RS13715		arsenate reductase ArsC	CDS
EQU24_RS13720		metalloregulator ArsR/SmtB family transcription factor	CDS
EQU24_RS13725		type II toxin-antitoxin system VapB family antitoxin	CDS
EQU24_RS13730		PIN domain nuclease	CDS
EQU24_RS13735		hypothetical protein	CDS
EQU24_RS13740		YbaK/EbsC family protein	CDS
EQU24_RS13745	rsfS	ribosome silencing factor	CDS
EQU24_RS13750	nadD	nicotinate-nucleotide adenylyltransferase	CDS
EQU24_RS13755		glutamate-5-semialdehyde dehydrogenase	CDS
EQU24_RS13760		class I SAM-dependent methyltransferase	CDS
EQU24_RS13765		DUF1244 domain-containing protein	CDS
EQU24_RS13770		hypothetical protein	CDS
EQU24_RS13775		septation protein A	CDS
EQU24_RS13780		YciI family protein	CDS
EQU24_RS13785		BolA family transcriptional regulator	CDS
EQU24_RS13790		peptidylprolyl isomerase	CDS
EQU24_RS13795		YdiU family protein	CDS
EQU24_RS13800	ppsA	phosphoenolpyruvate synthase	CDS
EQU24_RS13805		hypothetical protein	CDS
EQU24_RS13815		4a-hydroxytetrahydrobiopterin dehydratase	CDS
EQU24_RS13820		response regulator	CDS
EQU24_RS13825		PilZ domain-containing protein	CDS
EQU24_RS13835		ATP-binding protein	CDS
EQU24_RS13840		response regulator transcription factor	CDS
EQU24_RS13845		spore maturation protein	CDS
EQU24_RS13850	mtaB	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))- methylthiotransferase MtaB	CDS
EQU24_RS13860		hypothetical protein	CDS
EQU24_RS13865		hypothetical protein	CDS
EQU24_RS13870		erythromycin esterase family protein	CDS
EQU24_RS13875		alpha/beta hydrolase	CDS
EQU24_RS13880	putA	bifunctional proline dehydrogenase/L-glutamate gamma-semialdehyde dehydrogenase PutA	CDS
EQU24_RS13885		(2Fe-2S)-binding protein	CDS
EQU24_RS13890	bfr	bacterioferritin	CDS
EQU24_RS13895		class II aldolase/adducin family protein	CDS
EQU24_RS13900	grxC	glutaredoxin 3	CDS
EQU24_RS13905		sodium-dependent transporter	CDS
EQU24_RS13910		hypothetical protein	CDS
EQU24_RS13915		PA0069 family radical SAM protein	CDS
EQU24_RS13920		spermidine synthase	CDS
EQU24_RS13925		protein-L-isoaspartate(D-aspartate) O-methyltransferase	CDS
EQU24_RS13930		alpha/beta fold hydrolase	CDS
EQU24_RS13935		flagellar hook-length control protein FliK	CDS
EQU24_RS13940	wecB	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	CDS
EQU24_RS13945		hypothetical protein	CDS
EQU24_RS13950		AMP-binding protein	CDS
EQU24_RS13955		TetR/AcrR family transcriptional regulator	CDS
EQU24_RS13960		LysR family transcriptional regulator	CDS
EQU24_RS13965		NUDIX domain-containing protein	CDS
EQU24_RS13970		Nif3-like dinuclear metal center hexameric protein	CDS
EQU24_RS13975			tRNA
EQU24_RS13980		class I SAM-dependent methyltransferase	CDS
EQU24_RS13990		SLC13 family permease	CDS
EQU24_RS13995		hypothetical protein	CDS
EQU24_RS14000		MarR family transcriptional regulator	CDS
EQU24_RS14005		DUF2024 family protein	CDS
EQU24_RS14015		L,D-transpeptidase family protein	CDS
EQU24_RS14020		hypothetical protein	CDS
EQU24_RS14030	cas6f	type I-F CRISPR-associated endoribonuclease Cas6/Csy4	CDS
EQU24_RS14035	cas5fv	type I-Fv CRISPR-associated protein Cas5fv	CDS
EQU24_RS14040	cas7fv	type I-Fv CRISPR-associated protein Cas7fv	CDS
EQU24_RS14045		CRISPR-associated endonuclease Cas3''	CDS
EQU24_RS14050	vapB	type II toxin-antitoxin system VapB family antitoxin	CDS
EQU24_RS14055		type II toxin-antitoxin system VapC family toxin	CDS
EQU24_RS14060	cas1f	type I-F CRISPR-associated endonuclease Cas1f	CDS
EQU24_RS14065		WYL domain-containing protein	CDS
EQU24_RS14070		DNA-3-methyladenine glycosylase I	CDS
EQU24_RS14075	rpoH	RNA polymerase sigma factor RpoH	CDS
EQU24_RS14080	ftsX	permease-like cell division protein FtsX	CDS
EQU24_RS14085	ftsE	cell division ATP-binding protein FtsE	CDS
EQU24_RS14090	ftsY	signal recognition particle-docking protein FtsY	CDS
EQU24_RS14095		hypothetical protein	CDS
EQU24_RS14100		SURF1 family protein	CDS
EQU24_RS14105		twin transmembrane helix small protein	CDS
EQU24_RS14110		cytochrome c oxidase subunit 3	CDS
EQU24_RS14115		cytochrome c oxidase assembly protein	CDS
EQU24_RS14125	ctaD	cytochrome c oxidase subunit I	CDS
EQU24_RS14130	coxB	cytochrome c oxidase subunit II	CDS
EQU24_RS14140		bacteriohemerythrin	CDS
EQU24_RS14145	bioD	dethiobiotin synthase	CDS
EQU24_RS14150	bioC	malonyl-ACP O-methyltransferase BioC	CDS
EQU24_RS14155	bioH	pimeloyl-ACP methyl ester esterase BioH	CDS
EQU24_RS14160	bioF	8-amino-7-oxononanoate synthase	CDS
EQU24_RS14165	bioB	biotin synthase BioB	CDS
EQU24_RS14170		ComF family protein	CDS
EQU24_RS14175		type II toxin-antitoxin system PemK/MazF family toxin	CDS
EQU24_RS14180		ribbon-helix-helix domain-containing protein	CDS
EQU24_RS14185		phage Gp37/Gp68 family protein	CDS
EQU24_RS14190		three-Cys-motif partner protein TcmP	CDS
EQU24_RS14195		hypothetical protein	CDS
EQU24_RS14200		hypothetical protein	CDS
EQU24_RS14205		ATP-binding protein	CDS
EQU24_RS14210		J domain-containing protein	CDS
EQU24_RS14215		sel1 repeat family protein	CDS
EQU24_RS14220		hypothetical protein	CDS
EQU24_RS14225		porin	CDS
EQU24_RS14230	mgtE	magnesium transporter	CDS
EQU24_RS14235		TIGR03862 family flavoprotein	CDS
EQU24_RS14240		iron-sulfur cluster assembly accessory protein	CDS
EQU24_RS14245		cysteine desulfurase	CDS
EQU24_RS14250		Rrf2 family transcriptional regulator	CDS
EQU24_RS14255	cysE	serine O-acetyltransferase	CDS
EQU24_RS14260		RNA methyltransferase	CDS
EQU24_RS14265		inositol-1-monophosphatase	CDS
EQU24_RS14275		nodulation protein NfeD	CDS
EQU24_RS14280		slipin family protein	CDS
EQU24_RS14290		motility protein A	CDS
EQU24_RS14295		DUF748 domain-containing protein	CDS
EQU24_RS14300		hypothetical protein	CDS
EQU24_RS14305		hypothetical protein	CDS
EQU24_RS14310		hypothetical protein	CDS
EQU24_RS14315	fae	formaldehyde-activating enzyme	CDS
EQU24_RS14325		putative metalloprotease CJM1_0395 family protein	CDS
EQU24_RS14330		DUF87 domain-containing protein	CDS
EQU24_RS14335		FeoC-like transcriptional regulator	CDS
EQU24_RS14340	feoB	Fe(2+) transporter permease subunit FeoB	CDS
EQU24_RS14345		ferrous iron transport protein A	CDS
EQU24_RS14350		LapA family protein	CDS
EQU24_RS14355		integration host factor subunit beta	CDS
EQU24_RS14360	rpsA	30S ribosomal protein S1	CDS
EQU24_RS14365	cmk	(d)CMP kinase	CDS
EQU24_RS14370	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	CDS
EQU24_RS14375		prephenate dehydrogenase/arogenate dehydrogenase family protein	CDS
EQU24_RS14380	hisC	histidinol-phosphate transaminase	CDS
EQU24_RS14385	pheA	prephenate dehydratase	CDS
EQU24_RS14390	serC	3-phosphoserine/phosphohydroxythreonine transaminase	CDS
EQU24_RS14395	gyrA	DNA gyrase subunit A	CDS
EQU24_RS14400		hypothetical protein	CDS
EQU24_RS14405	hemN	oxygen-independent coproporphyrinogen III oxidase	CDS
EQU24_RS14410	ccmI	c-type cytochrome biogenesis protein CcmI	CDS
EQU24_RS14415		cytochrome c-type biogenesis protein CcmH	CDS
EQU24_RS14420		hypothetical protein	CDS
EQU24_RS14425		DsbE family thiol:disulfide interchange protein	CDS
EQU24_RS14430		heme lyase CcmF/NrfE family subunit	CDS
EQU24_RS14435	ccmE	cytochrome c maturation protein CcmE	CDS
EQU24_RS14440	ccmD	heme exporter protein CcmD	CDS
EQU24_RS14445		heme ABC transporter permease	CDS
EQU24_RS14450	ccmB	heme exporter protein CcmB	CDS
EQU24_RS14455	ccmA	cytochrome c biogenesis heme-transporting ATPase CcmA	CDS
EQU24_RS14470		glycoside hydrolase family 94 protein	CDS
EQU24_RS14475		DUF3309 family protein	CDS
EQU24_RS14480		DUF3096 domain-containing protein	CDS
EQU24_RS14485		hypothetical protein	CDS
EQU24_RS14495		polysaccharide deacetylase family protein	CDS
EQU24_RS14500		hypothetical protein	CDS
EQU24_RS14505		TRL-like family protein	CDS
EQU24_RS14510		lipid A biosynthesis acyltransferase	CDS
EQU24_RS14515		glycosyltransferase family 2 protein	CDS
EQU24_RS14520	shc	squalene--hopene cyclase	CDS
EQU24_RS14525		Crp/Fnr family transcriptional regulator	CDS
EQU24_RS14530		Crp/Fnr family transcriptional regulator	CDS
EQU24_RS14535		PAS domain S-box protein	CDS
EQU24_RS14540		alpha/beta hydrolase	CDS
EQU24_RS14545		PQQ-dependent sugar dehydrogenase	CDS
EQU24_RS14555		CsbD family protein	CDS
EQU24_RS14560		CsbD family protein	CDS
EQU24_RS14565		AI-2E family transporter	CDS
EQU24_RS14570		OmpA family protein	CDS
EQU24_RS14575		DUF4398 domain-containing protein	CDS
EQU24_RS14585		IS66 family transposase	CDS
EQU24_RS14590		sterol desaturase family protein	CDS
EQU24_RS14600	glgP	alpha-glucan family phosphorylase	CDS
EQU24_RS14605		EAL domain-containing protein	CDS
EQU24_RS14610		PAS domain-containing protein	CDS
EQU24_RS14615		DUF1207 domain-containing protein	CDS
EQU24_RS14620		BON domain-containing protein	CDS
EQU24_RS14630		OmpA family protein	CDS
EQU24_RS14635		hypothetical protein	CDS
EQU24_RS14640		HPF/RaiA family ribosome-associated protein	CDS
EQU24_RS14660		BON domain-containing protein	CDS
EQU24_RS14665		hypothetical protein	CDS
EQU24_RS14670		DUF2383 domain-containing protein	CDS
EQU24_RS14675		hypothetical protein	CDS
EQU24_RS14680		EF-hand domain-containing protein	CDS
EQU24_RS14685		DUF2254 domain-containing protein	CDS
EQU24_RS14690		YihY/virulence factor BrkB family protein	CDS
EQU24_RS14695		endonuclease/exonuclease/phosphatase family protein	CDS
EQU24_RS14700		DUF2171 domain-containing protein	CDS
EQU24_RS14705		DUF502 domain-containing protein	CDS
EQU24_RS14710		AI-2E family transporter	CDS
EQU24_RS14715		DUF29 family protein	CDS
EQU24_RS14725		YeeE/YedE thiosulfate transporter family protein	CDS
EQU24_RS14730		YeeE/YedE thiosulfate transporter family protein	CDS
EQU24_RS14735		GGDEF domain-containing protein	CDS
EQU24_RS14740		AsmA family protein	CDS
EQU24_RS14745		catalase	CDS
EQU24_RS14750		DUF883 family protein	CDS
EQU24_RS14755		hemerythrin domain-containing protein	CDS
EQU24_RS14760		BON domain-containing protein	CDS
EQU24_RS14765		hypothetical protein	CDS
EQU24_RS14770		phosphoketolase family protein	CDS
EQU24_RS14775		YihY/virulence factor BrkB family protein	CDS
EQU24_RS14780		PRC-barrel domain-containing protein	CDS
EQU24_RS14790		GGDEF domain-containing protein	CDS
EQU24_RS14795		BON domain-containing protein	CDS
EQU24_RS14800		hypothetical protein	CDS
EQU24_RS14805		DUF883 C-terminal domain-containing protein	CDS
EQU24_RS14810		phage holin family protein	CDS
EQU24_RS14815		hypothetical protein	CDS
EQU24_RS14820		hypothetical protein	CDS
EQU24_RS14825		lmo0937 family membrane protein	CDS
EQU24_RS14830		CsbD family protein	CDS
EQU24_RS14835	infA	translation initiation factor IF-1	CDS
EQU24_RS14840	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	CDS
EQU24_RS14845	clpS	ATP-dependent Clp protease adapter ClpS	CDS
EQU24_RS14850		NUDIX hydrolase	CDS
EQU24_RS14855	mnmA	tRNA 2-thiouridine(34) synthase MnmA	CDS
EQU24_RS14860	purB	adenylosuccinate lyase	CDS
EQU24_RS14865	ureG	urease accessory protein UreG	CDS
EQU24_RS14870		urease accessory protein UreF	CDS
EQU24_RS14875	ureE	urease accessory protein UreE	CDS
EQU24_RS14880	ureC	urease subunit alpha	CDS
EQU24_RS14885		urease subunit beta	CDS
EQU24_RS14890	ureA	urease subunit gamma	CDS
EQU24_RS14895		urease accessory protein UreD	CDS
EQU24_RS14900		HupE/UreJ family protein	CDS
EQU24_RS14910		ABC transporter ATP-binding protein	CDS
EQU24_RS14915	urtD	urea ABC transporter ATP-binding protein UrtD	CDS
EQU24_RS14920	urtC	urea ABC transporter permease subunit UrtC	CDS
EQU24_RS14925	urtB	urea ABC transporter permease subunit UrtB	CDS
EQU24_RS14935	urtA	urea ABC transporter substrate-binding protein	CDS
EQU24_RS14940		hypothetical protein	CDS
EQU24_RS14945		response regulator	CDS
EQU24_RS14950		response regulator	CDS
EQU24_RS14955		hypothetical protein	CDS
EQU24_RS14960		transposase	CDS
EQU24_RS14965	galU	UTP--glucose-1-phosphate uridylyltransferase GalU	CDS
EQU24_RS14970		mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase	CDS
EQU24_RS14975		DHH family phosphoesterase	CDS
EQU24_RS14980	cysC	adenylyl-sulfate kinase	CDS
EQU24_RS14985	galE	UDP-glucose 4-epimerase GalE	CDS
EQU24_RS14990		TIGR03013 family PEP-CTERM/XrtA system glycosyltransferase	CDS
EQU24_RS14995		trypsin-like peptidase domain-containing protein	CDS
EQU24_RS15000		exosortase/archaeosortase family protein	CDS
EQU24_RS15005		hypothetical protein	CDS
EQU24_RS15010		DUF2782 domain-containing protein	CDS
EQU24_RS15015		transposase	CDS
EQU24_RS15020		hypothetical protein	CDS
EQU24_RS15025		DEAD/DEAH box helicase	CDS
EQU24_RS15030	dnaQ	DNA polymerase III subunit epsilon	CDS
EQU24_RS15035		carboxylesterase	CDS
EQU24_RS15040		EAL domain-containing protein	CDS
EQU24_RS15045	rnhA	ribonuclease HI	CDS
EQU24_RS15050		methyltransferase domain-containing protein	CDS
EQU24_RS15055		LysM peptidoglycan-binding domain-containing protein	CDS
EQU24_RS15060		dipeptide ABC transporter ATP-binding protein	CDS
EQU24_RS15065		ABC transporter permease	CDS
EQU24_RS15070		ABC transporter permease	CDS
EQU24_RS15075		ABC transporter substrate-binding protein	CDS
EQU24_RS15080		SDR family oxidoreductase	CDS
EQU24_RS15085		SurA N-terminal domain-containing protein	CDS
EQU24_RS15090			tRNA
EQU24_RS15095			tRNA
EQU24_RS15100		HU family DNA-binding protein	CDS
EQU24_RS15105	lon	endopeptidase La	CDS
EQU24_RS15110	clpX	ATP-dependent Clp protease ATP-binding subunit ClpX	CDS
EQU24_RS15115	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	CDS
EQU24_RS15120	tig	trigger factor	CDS
EQU24_RS15125			tRNA
EQU24_RS15130		hypothetical protein	CDS
EQU24_RS15140		GFA family protein	CDS
EQU24_RS15145	norR	nitric oxide reductase transcriptional regulator NorR	CDS
EQU24_RS15150		hypothetical protein	CDS
EQU24_RS15155		DHA2 family efflux MFS transporter permease subunit	CDS
EQU24_RS15160		efflux transporter outer membrane subunit	CDS
EQU24_RS15165		efflux RND transporter periplasmic adaptor subunit	CDS
EQU24_RS15170		adenylosuccinate synthase	CDS
EQU24_RS15175		ATP phosphoribosyltransferase regulatory subunit	CDS
EQU24_RS15180	hflC	protease modulator HflC	CDS
EQU24_RS15185	hflK	FtsH protease activity modulator HflK	CDS
EQU24_RS15190	hflX	GTPase HflX	CDS
EQU24_RS15195	hfq	RNA chaperone Hfq	CDS
EQU24_RS15200		hypothetical protein	CDS
EQU24_RS15205		alpha/beta fold hydrolase	CDS
EQU24_RS15210		hypothetical protein	CDS
EQU24_RS15215		NAD(P)/FAD-dependent oxidoreductase	CDS
EQU24_RS15220		hypothetical protein	CDS
EQU24_RS15225		TIGR02647 family protein	CDS
EQU24_RS15230	waaA	lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase	CDS
EQU24_RS15240		hypothetical protein	CDS
EQU24_RS15245		uroporphyrinogen-III C-methyltransferase	CDS
EQU24_RS15250		uroporphyrinogen-III synthase	CDS
EQU24_RS15255	hemC	hydroxymethylbilane synthase	CDS
EQU24_RS15260	argH	argininosuccinate lyase	CDS
EQU24_RS15265		class I adenylate cyclase	CDS
EQU24_RS15270		PilZ domain-containing protein	CDS
EQU24_RS15275		TRAP transporter substrate-binding protein	CDS
EQU24_RS15280	gap	type I glyceraldehyde-3-phosphate dehydrogenase	CDS
EQU24_RS15285	pyk	pyruvate kinase	CDS
EQU24_RS15290		sterol desaturase family protein	CDS
EQU24_RS15300		PAS sensor domain-containing protein	CDS
EQU24_RS15305		SRPBCC family protein	CDS
EQU24_RS15310		PAS domain-containing protein	CDS
EQU24_RS15315		SRPBCC family protein	CDS
EQU24_RS15320	parE	DNA topoisomerase IV subunit B	CDS
EQU24_RS15325		exodeoxyribonuclease VII small subunit	CDS
EQU24_RS15330	ispA	(2E,6E)-farnesyl diphosphate synthase	CDS
EQU24_RS15335	dxs	1-deoxy-D-xylulose-5-phosphate synthase	CDS
EQU24_RS15340		adenine phosphoribosyltransferase	CDS
EQU24_RS15345		VacJ family lipoprotein	CDS
EQU24_RS15350		ABC transporter substrate-binding protein	CDS
EQU24_RS15355	hpnH	adenosyl-hopene transferase HpnH	CDS
EQU24_RS15360		phytoene/squalene synthase family protein	CDS
EQU24_RS15365	shc	squalene--hopene cyclase	CDS
EQU24_RS15370		phosphorylase	CDS
EQU24_RS15375		MMPL family transporter	CDS
EQU24_RS15380		aspartate aminotransferase family protein	CDS
EQU24_RS15385		hypothetical protein	CDS
EQU24_RS15390		PEP-CTERM/exosortase system-associated acyltransferase	CDS
EQU24_RS15395		PEP-CTERM/exosortase system-associated acyltransferase	CDS
EQU24_RS15400		hypothetical protein	CDS
EQU24_RS15405		MMPL family transporter	CDS
EQU24_RS15410		ThiF family adenylyltransferase	CDS
EQU24_RS15415		PEP-CTERM sorting domain-containing protein	CDS
EQU24_RS15420	prsT	PEP-CTERM system TPR-repeat protein PrsT	CDS
EQU24_RS15425		PD-(D/E)XK nuclease family transposase	CDS
EQU24_RS15430		type II toxin-antitoxin system VapC family toxin	CDS
EQU24_RS15435		type II toxin-antitoxin system Phd/YefM family antitoxin	CDS
EQU24_RS15440		nucleotidyltransferase domain-containing protein	CDS
EQU24_RS15450		type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family	CDS
EQU24_RS15455		type II toxin-antitoxin system RelB/DinJ family antitoxin	CDS
EQU24_RS15460		outer membrane lipoprotein-sorting protein	CDS
EQU24_RS15465		AMIN domain-containing protein	CDS
EQU24_RS15470	tusC	sulfurtransferase complex subunit TusC	CDS
EQU24_RS15475	tusD	sulfurtransferase complex subunit TusD	CDS
EQU24_RS15480		hypothetical protein	CDS
EQU24_RS15485		peptide chain release factor 3	CDS
EQU24_RS15490		DUF2959 domain-containing protein	CDS
EQU24_RS15495	trxB	thioredoxin-disulfide reductase	CDS
EQU24_RS15500	aat	leucyl/phenylalanyl-tRNA--protein transferase	CDS
EQU24_RS15505		arginyltransferase	CDS
EQU24_RS15510		hypothetical protein	CDS
EQU24_RS15515		hypothetical protein	CDS
EQU24_RS15520		Fe2+-dependent dioxygenase	CDS
EQU24_RS15530		hypothetical protein	CDS
EQU24_RS15535		hypothetical protein	CDS
EQU24_RS15540		SapC family protein	CDS
EQU24_RS15545		DUF6447 family protein	CDS
EQU24_RS15550		calcium-binding protein	CDS
EQU24_RS15555		TolC family outer membrane protein	CDS
EQU24_RS15560		HlyD family type I secretion periplasmic adaptor subunit	CDS
EQU24_RS15565		type I secretion system permease/ATPase	CDS
EQU24_RS15575		M12 family metallo-peptidase	CDS
EQU24_RS15585		FAD/FMN-binding oxidoreductase	CDS
EQU24_RS15595		rhodanese-like domain-containing protein	CDS
EQU24_RS15600		IS5 family transposase	CDS
EQU24_RS15605		TolC family protein	CDS
EQU24_RS15615		membrane protein	CDS
EQU24_RS15620		hypothetical protein	CDS
EQU24_RS15635		hypothetical protein	CDS
EQU24_RS15640	phoR	phosphate regulon sensor histidine kinase PhoR	CDS
EQU24_RS15645	phoB	phosphate regulon transcriptional regulator PhoB	CDS
EQU24_RS15650		DUF4168 domain-containing protein	CDS
EQU24_RS15655		amidohydrolase family protein	CDS
EQU24_RS15660	clpB	ATP-dependent chaperone ClpB	CDS
EQU24_RS15665		hypothetical protein	CDS
EQU24_RS15670		autotransporter domain-containing protein	CDS
EQU24_RS15675		hypothetical protein	CDS
EQU24_RS15680		ISAs1 family transposase	CDS
EQU24_RS15685		DUF1538 domain-containing protein	CDS
EQU24_RS15690		DUF1538 domain-containing protein	CDS
EQU24_RS15695		P-II family nitrogen regulator	CDS
EQU24_RS15700		CBS domain-containing protein	CDS
EQU24_RS15705		cold-shock protein	CDS
EQU24_RS15715		hypothetical protein	CDS
EQU24_RS15720		TonB-dependent receptor	CDS
EQU24_RS15725		fused MFS/spermidine synthase	CDS
EQU24_RS15735		hypothetical protein	CDS
EQU24_RS15745		cold-shock protein	CDS
EQU24_RS15750		DUF2796 domain-containing protein	CDS
EQU24_RS15755		DUF3299 domain-containing protein	CDS
EQU24_RS15760		ABC transporter ATP-binding protein	CDS
EQU24_RS15765		ABC transporter permease	CDS
EQU24_RS15770		tetratricopeptide repeat protein	CDS
